0,2,0,2,2,0,4,4,0,1,1,0,4,4,0,2,2,0,2,0
0,2,0,2,2,0,4,4,0,1,1,0,4,4,0,2,2,0,2,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,2,0,2,2,0,4,4,0,1,1,0,4,4,0,2,2,0,2,0
0,2,0,2,2,0,4,4,0,1,1,0,4,4,0,2,2,0,2,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,3,0,3,3,0,4,4,0,5,5,0,4,4,0,3,3,0,3,0
0,3,0,3,3,0,4,4,0,5,5,0,4,4,0,3,3,0,3,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,2,0,2,2,0,4,4,0,1,1,0,4,4,0,2,2,0,2,0
0,2,0,2,2,0,4,4,0,1,1,0,4,4,0,2,2,0,2,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
